16,MeatHouse,TELAVIV,12:00:00,00:00:00,"Big, Tel aviv",https://media-cdn.tripadvisor.com/media/photo-s/17/d7/4d/3f/steak-with-sauce.jpg,0527941555
18,MeatHouse,SOUTH,12:00:00,20:00:00,"Herzel 55, Dimona",https://media-cdn.tripadvisor.com/media/photo-s/17/d7/4d/3f/steak-with-sauce.jpg,0527941777
3,Fish&Chips,NORTH,12:00:00,20:00:00,"Hapalmah 7, Maalot","https://dynaimage.cdn.cnn.com/cnn/q_auto,w_1100,c_fill,g_auto,h_619,ar_16:9/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F130607140949-best-fish-and-chips-shops.jpg",0547941777
11,Sushi Ushi,SOUTH,12:00:00,20:00:00,"Levi ashkol 15, bear sheva",https://flipdish.imgix.net/FdPTnCC12DoxCLTALgohghWgZXk.jpg?w=1080&h=720,0547941222
10,Sushi Ushi,HAIFA,12:00:00,22:30:00,"Carmel 34, Haifa",https://flipdish.imgix.net/FdPTnCC12DoxCLTALgohghWgZXk.jpg?w=1080&h=720,0547941333
12,BurgerBar,TELAVIV,12:00:00,22:00:00,"Dizengof 25, Tel Aviv",https://cdn.vox-cdn.com/thumbor/RzabiOl7nXsT1uVOlO0SxhSNDhg=/0x0:1117x521/1200x800/filters:focal(481x215:659x393)/cdn.vox-cdn.com/uploads/chorus_image/image/68758039/McPlant_Burger.0.png,0547941111
9,Fish&Chips,ASHDOD_ASHKELON,12:00:00,20:00:00,"Levi Ashkol 15, Ashdod","https://dynaimage.cdn.cnn.com/cnn/q_auto,w_1100,c_fill,g_auto,h_619,ar_16:9/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F130607140949-best-fish-and-chips-shops.jpg",0547941444
13,BurgerBar,EILAT,12:00:00,23:00:00,"Plaza 8 , Eilat",https://cdn.vox-cdn.com/thumbor/RzabiOl7nXsT1uVOlO0SxhSNDhg=/0x0:1117x521/1200x800/filters:focal(481x215:659x393)/cdn.vox-cdn.com/uploads/chorus_image/image/68758039/McPlant_Burger.0.png,0547941456
4,Sushi Ushi,EILAT,12:00:00,20:00:00,"King Salomon 5, Eilat",https://flipdish.imgix.net/FdPTnCC12DoxCLTALgohghWgZXk.jpg?w=1080&h=720,0547941888
15,CooffeShop,EILAT,08:00:00,21:00:00,"King Solomon 12, Eilat","https://happyintlv.net/imagecache/c_crop,h_400,w_1000/wp-content/uploads/2016/08/Grande-article-coffeeshop-ENG.png",0547944444
17,MeatHouse,ASHDOD_ASHKELON,12:00:00,22:00:00,"Levi ashkol 26, Ashkelon",https://media-cdn.tripadvisor.com/media/photo-s/17/d7/4d/3f/steak-with-sauce.jpg,0547945647
6,CooffeShop,HAIFA,08:00:00,22:00:00,"Hadar 23, Haifa","https://happyintlv.net/imagecache/c_crop,h_400,w_1000/wp-content/uploads/2016/08/Grande-article-coffeeshop-ENG.png",0547941666
8,Fish&Chips,HAIFA,12:00:00,20:00:00,"Carmel 12, Haifa","https://dynaimage.cdn.cnn.com/cnn/q_auto,w_1100,c_fill,g_auto,h_619,ar_16:9/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F130607140949-best-fish-and-chips-shops.jpg",0547941555
5,BurgerBar,NORTH,12:00:00,22:00:00,"Herzel 6 ,Naharia",https://cdn.vox-cdn.com/thumbor/RzabiOl7nXsT1uVOlO0SxhSNDhg=/0x0:1117x521/1200x800/filters:focal(481x215:659x393)/cdn.vox-cdn.com/uploads/chorus_image/image/68758039/McPlant_Burger.0.png,0547941999
14,CooffeShop,TELAVIV,08:00:00,22:00:00,"Dizengod 17, Tel aviv","https://happyintlv.net/imagecache/c_crop,h_400,w_1000/wp-content/uploads/2016/08/Grande-article-coffeeshop-ENG.png",0507941777
